beat,beatnum,race,Month,Year,Number
CHS,C28,B,Dec,2019,1
CHS,C28,W,Dec,2019,0
Greenbrier,C29,B,Dec,2019,0
Greenbrier,C29,W,Dec,2019,0
29 North,C30,B,Dec,2019,1
29 North,C30,W,Dec,2019,2
The Meadows,C31,B,Dec,2019,0
The Meadows,C31,W,Dec,2019,0
5th Street,C32,B,Dec,2019,1
5th Street,C32,W,Dec,2019,0
Longwood,C33,B,Dec,2019,0
Longwood,C33,W,Dec,2019,0
Mall,C01,B,Jan,2020,3
Mall,C01,W,Jan,2020,2
Downtown,C02,B,Jan,2020,1
Downtown,C02,W,Jan,2020,4
Star Hill,C03,B,Jan,2020,0
Star Hill,C03,W,Jan,2020,0
Westhaven,C04,B,Jan,2020,0
Westhaven,C04,W,Jan,2020,0
10th & Page,C05,B,Jan,2020,1
10th & Page,C05,W,Jan,2020,1
Rosehill Dr,C06,B,Jan,2020,0
Rosehill Dr,C06,W,Jan,2020,0
North Downtown,C07,B,Jan,2020,0
North Downtown,C07,W,Jan,2020,1
MJH,C08,B,Jan,2020,0
MJH,C08,W,Jan,2020,0
Little High,C09,B,Jan,2020,0
Little High,C09,W,Jan,2020,0
Belmont,C10,B,Jan,2020,2
Belmont,C10,W,Jan,2020,2
Garrett,C11,B,Jan,2020,1
Garrett,C11,W,Jan,2020,0
Ridge St,C12,B,Jan,2020,2
Ridge St,C12,W,Jan,2020,1
Fifeville,C13,B,Jan,2020,2
Fifeville,C13,W,Jan,2020,0
JPA,C14,B,Jan,2020,0
JPA,C14,W,Jan,2020,0
The Corner,C15,B,Jan,2020,1
The Corner,C15,W,Jan,2020,1
Venable,C16,B,Jan,2020,3
Venable,C16,W,Jan,2020,1
Kellytown,C17,B,Jan,2020,0
Kellytown,C17,W,Jan,2020,0
North East,C18,B,Jan,2020,2
North East,C18,W,Jan,2020,2
Locust Grove,C19,B,Jan,2020,0
Locust Grove,C19,W,Jan,2020,0
Woolen Mills,C20,B,Jan,2020,0
Woolen Mills,C20,W,Jan,2020,1
Prospect,C21,B,Jan,2020,2
Prospect,C21,W,Jan,2020,0
Johnson Village,C22,B,Jan,2020,0
Johnson Village,C22,W,Jan,2020,1
Fry's Spring,C23,B,Jan,2020,0
Fry's Spring,C23,W,Jan,2020,1
Lewis Mountain,C24,B,Jan,2020,0
Lewis Mountain,C24,W,Jan,2020,0
BRSC Area,C25,B,Jan,2020,0
BRSC Area,C25,W,Jan,2020,0
BRSC,C26,B,Jan,2020,0
BRSC,C26,W,Jan,2020,0
Blue Ridge,C27,B,Jan,2020,0
Blue Ridge,C27,W,Jan,2020,0
CHS,C28,B,Jan,2020,0
CHS,C28,W,Jan,2020,0
Greenbrier,C29,B,Jan,2020,0
Greenbrier,C29,W,Jan,2020,0
29 North,C30,B,Jan,2020,0
29 North,C30,W,Jan,2020,0
The Meadows,C31,B,Jan,2020,0
The Meadows,C31,W,Jan,2020,0
5th Street,C32,B,Jan,2020,3
5th Street,C32,W,Jan,2020,0
Longwood,C33,B,Jan,2020,0
Longwood,C33,W,Jan,2020,0
Mall,C01,B,Feb,2020,1
Mall,C01,W,Feb,2020,2
Downtown,C02,B,Feb,2020,1
Downtown,C02,W,Feb,2020,2
Star Hill,C03,B,Feb,2020,0
Star Hill,C03,W,Feb,2020,0
Westhaven,C04,B,Feb,2020,0
Westhaven,C04,W,Feb,2020,1
10th & Page,C05,B,Feb,2020,4
10th & Page,C05,W,Feb,2020,1
Rosehill Dr,C06,B,Feb,2020,0
Rosehill Dr,C06,W,Feb,2020,0
North Downtown,C07,B,Feb,2020,0
North Downtown,C07,W,Feb,2020,0
MJH,C08,B,Feb,2020,0
MJH,C08,W,Feb,2020,0
Little High,C09,B,Feb,2020,0
Little High,C09,W,Feb,2020,0
Belmont,C10,B,Feb,2020,1
Belmont,C10,W,Feb,2020,3
Garrett,C11,B,Feb,2020,0
Garrett,C11,W,Feb,2020,1
Ridge St,C12,B,Feb,2020,1
Ridge St,C12,W,Feb,2020,0
Fifeville,C13,B,Feb,2020,2
Fifeville,C13,W,Feb,2020,1
JPA,C14,B,Feb,2020,0
JPA,C14,W,Feb,2020,1
The Corner,C15,B,Feb,2020,0
The Corner,C15,W,Feb,2020,2
Venable,C16,B,Feb,2020,0
Venable,C16,W,Feb,2020,1
Kellytown,C17,B,Feb,2020,2
Kellytown,C17,W,Feb,2020,0
North East,C18,B,Feb,2020,0
North East,C18,W,Feb,2020,1
Locust Grove,C19,B,Feb,2020,0
Locust Grove,C19,W,Feb,2020,1
Woolen Mills,C20,B,Feb,2020,1
Woolen Mills,C20,W,Feb,2020,0
Prospect,C21,B,Feb,2020,1
Prospect,C21,W,Feb,2020,0
Johnson Village,C22,B,Feb,2020,0
Johnson Village,C22,W,Feb,2020,1
Fry's Spring,C23,B,Feb,2020,0
Fry's Spring,C23,W,Feb,2020,1
Lewis Mountain,C24,B,Feb,2020,0
Lewis Mountain,C24,W,Feb,2020,1
BRSC Area,C25,B,Feb,2020,0
BRSC Area,C25,W,Feb,2020,0
BRSC,C26,B,Feb,2020,0
BRSC,C26,W,Feb,2020,0
Blue Ridge,C27,B,Feb,2020,1
Blue Ridge,C27,W,Feb,2020,0
CHS,C28,B,Feb,2020,1
CHS,C28,W,Feb,2020,0
Greenbrier,C29,B,Feb,2020,0
Greenbrier,C29,W,Feb,2020,0
29 North,C30,B,Feb,2020,0
29 North,C30,W,Feb,2020,0
The Meadows,C31,B,Feb,2020,0
The Meadows,C31,W,Feb,2020,0
5th Street,C32,B,Feb,2020,0
5th Street,C32,W,Feb,2020,1
Longwood,C33,B,Feb,2020,0
Longwood,C33,W,Feb,2020,0
Mall,C01,B,Mar,2020,2
Mall,C01,W,Mar,2020,1
Downtown,C02,B,Mar,2020,0
Downtown,C02,W,Mar,2020,0
Star Hill,C03,B,Mar,2020,2
Star Hill,C03,W,Mar,2020,1
Westhaven,C04,B,Mar,2020,3
Westhaven,C04,W,Mar,2020,0
10th & Page,C05,B,Mar,2020,0
10th & Page,C05,W,Mar,2020,0
Rosehill Dr,C06,B,Mar,2020,0
Rosehill Dr,C06,W,Mar,2020,0
North Downtown,C07,B,Mar,2020,0
North Downtown,C07,W,Mar,2020,0
MJH,C08,B,Mar,2020,1
MJH,C08,W,Mar,2020,0
Little High,C09,B,Mar,2020,0
Little High,C09,W,Mar,2020,0
Belmont,C10,B,Mar,2020,8
Belmont,C10,W,Mar,2020,1
Garrett,C11,B,Mar,2020,7
Garrett,C11,W,Mar,2020,0
Ridge St,C12,B,Mar,2020,0
Ridge St,C12,W,Mar,2020,0
Fifeville,C13,B,Mar,2020,0
Fifeville,C13,W,Mar,2020,0
JPA,C14,B,Mar,2020,1
JPA,C14,W,Mar,2020,0
The Corner,C15,B,Mar,2020,1
The Corner,C15,W,Mar,2020,1
Venable,C16,B,Mar,2020,1
Venable,C16,W,Mar,2020,0
Kellytown,C17,B,Mar,2020,0
Kellytown,C17,W,Mar,2020,0
North East,C18,B,Mar,2020,0
North East,C18,W,Mar,2020,1
Locust Grove,C19,B,Mar,2020,0
Locust Grove,C19,W,Mar,2020,1
Woolen Mills,C20,B,Mar,2020,0
Woolen Mills,C20,W,Mar,2020,0
Prospect,C21,B,Mar,2020,1
Prospect,C21,W,Mar,2020,0
Johnson Village,C22,B,Mar,2020,0
Johnson Village,C22,W,Mar,2020,0
Fry's Spring,C23,B,Mar,2020,0
Fry's Spring,C23,W,Mar,2020,1
Lewis Mountain,C24,B,Mar,2020,0
Lewis Mountain,C24,W,Mar,2020,0
BRSC Area,C25,B,Mar,2020,0
BRSC Area,C25,W,Mar,2020,1
BRSC,C26,B,Mar,2020,0
BRSC,C26,W,Mar,2020,3
Blue Ridge,C27,B,Mar,2020,0
Blue Ridge,C27,W,Mar,2020,0
CHS,C28,B,Mar,2020,0
CHS,C28,W,Mar,2020,0
Greenbrier,C29,B,Mar,2020,0
Greenbrier,C29,W,Mar,2020,0
29 North,C30,B,Mar,2020,0
29 North,C30,W,Mar,2020,0
The Meadows,C31,B,Mar,2020,0
The Meadows,C31,W,Mar,2020,1
5th Street,C32,B,Mar,2020,0
5th Street,C32,W,Mar,2020,1
Longwood,C33,B,Mar,2020,0
Longwood,C33,W,Mar,2020,0
Mall,C01,B,Apr,2020,0
Mall,C01,W,Apr,2020,0
Downtown,C02,B,Apr,2020,1
Downtown,C02,W,Apr,2020,2
Star Hill,C03,B,Apr,2020,0
Star Hill,C03,W,Apr,2020,0
Westhaven,C04,B,Apr,2020,6
Westhaven,C04,W,Apr,2020,0
10th & Page,C05,B,Apr,2020,1
10th & Page,C05,W,Apr,2020,0
Rosehill Dr,C06,B,Apr,2020,3
Rosehill Dr,C06,W,Apr,2020,1
North Downtown,C07,B,Apr,2020,0
North Downtown,C07,W,Apr,2020,0
MJH,C08,B,Apr,2020,1
MJH,C08,W,Apr,2020,1
Little High,C09,B,Apr,2020,0
Little High,C09,W,Apr,2020,0
Belmont,C10,B,Apr,2020,3
Belmont,C10,W,Apr,2020,0
Garrett,C11,B,Apr,2020,1
Garrett,C11,W,Apr,2020,0
Ridge St,C12,B,Apr,2020,1
Ridge St,C12,W,Apr,2020,2
Fifeville,C13,B,Apr,2020,2
Fifeville,C13,W,Apr,2020,0
JPA,C14,B,Apr,2020,0
JPA,C14,W,Apr,2020,0
The Corner,C15,B,Apr,2020,0
The Corner,C15,W,Apr,2020,0
Venable,C16,B,Apr,2020,1
Venable,C16,W,Apr,2020,1
Kellytown,C17,B,Apr,2020,0
Kellytown,C17,W,Apr,2020,0
North East,C18,B,Apr,2020,1
North East,C18,W,Apr,2020,0
Locust Grove,C19,B,Apr,2020,0
Locust Grove,C19,W,Apr,2020,1
Woolen Mills,C20,B,Apr,2020,2
Woolen Mills,C20,W,Apr,2020,0
Prospect,C21,B,Apr,2020,0
Prospect,C21,W,Apr,2020,0
Johnson Village,C22,B,Apr,2020,0
Johnson Village,C22,W,Apr,2020,0
Fry's Spring,C23,B,Apr,2020,2
Fry's Spring,C23,W,Apr,2020,0
Lewis Mountain,C24,B,Apr,2020,0
Lewis Mountain,C24,W,Apr,2020,0
BRSC Area,C25,B,Apr,2020,0
BRSC Area,C25,W,Apr,2020,0
BRSC,C26,B,Apr,2020,0
BRSC,C26,W,Apr,2020,0
Blue Ridge,C27,B,Apr,2020,0
Blue Ridge,C27,W,Apr,2020,0
CHS,C28,B,Apr,2020,0
CHS,C28,W,Apr,2020,0
Greenbrier,C29,B,Apr,2020,0
Greenbrier,C29,W,Apr,2020,3
29 North,C30,B,Apr,2020,2
29 North,C30,W,Apr,2020,0
The Meadows,C31,B,Apr,2020,0
The Meadows,C31,W,Apr,2020,0
5th Street,C32,B,Apr,2020,0
5th Street,C32,W,Apr,2020,0
Longwood,C33,B,Apr,2020,1
Longwood,C33,W,Apr,2020,0
